RowId,Location
1,66.05908
2,37.91673
3,27.982107
4,35.64824
5,59.06438
6,38.04001
7,73.18323
8,39.681
9,35.8151
10,36.83986
11,20.744747
12,36.7004
13,58.04627
14,24.949463
15,79.515236
16,29.962715
17,38.006546
18,23.284737
19,14.582414
20,26.305668
21,49.378815
22,51.326767
23,63.358685
24,78.06138
25,30.824831
26,77.31885
27,47.640434
28,70.05692
29,47.38772
30,86.04343
31,68.140495
32,36.589745
33,26.683338
34,36.170986
35,60.429474
36,37.51795
37,75.25255
38,37.50821
39,34.16474
40,37.269016
41,18.933773
42,37.34525
43,56.33571
44,31.457254
45,81.198074
46,28.85957
47,36.693565
48,30.694649
49,12.071743
50,29.855072
51,48.328747
52,58.634827
53,64.04118
54,77.101006
55,32.38176
56,77.844376
57,48.235493
58,73.456535
59,48.029102
60,89.23844
61,66.13093
62,36.112736
63,29.7568
64,36.437542
65,59.19809
66,36.94261
67,72.877304
68,37.124813
69,37.007618
70,37.474243
71,22.606627
72,37.796833
73,56.331768
74,29.9708
75,76.821815
76,29.926088
77,39.951515
78,30.56477
79,17.785917
80,32.894238
81,48.254005
82,57.268284
83,62.260475
84,76.44442
85,35.256985
86,76.950264
87,48.51591
88,72.23573
89,48.460636
90,86.0195
91,66.15779
92,38.634136
93,29.821823
94,39.317352
95,58.62484
96,39.437305
97,73.25872
98,40.016968
99,37.14571
100,40.170124
101,22.473053
102,41.140644
103,55.98592
104,29.852465
105,76.49658
106,30.410236
107,38.27214
108,31.020279
109,17.871307
110,33.993595
111,46.540688
112,52.465878
113,64.504776
114,78.39678
115,32.321014
116,79.00271
117,47.339783
118,71.85781
119,47.53982
120,83.09892
121,67.6301
122,36.38131
123,27.742594
124,37.147774
125,60.065594
126,37.060856
127,74.17544
128,37.743256
129,35.039127
130,37.6284
131,20.195896
132,39.041756
133,55.988415
134,26.182552
135,80.83093
136,28.917913
137,37.773575
138,26.40636
139,12.159061
140,31.836798
141,48.326283
142,53.123173
143,63.07145
144,77.794395
145,33.976357
146,78.84146
147,48.14551
148,71.11851
149,48.186928
150,86.98099
151,67.938896
152,36.90026
153,27.28106
154,35.729095
155,59.736507
156,37.26769
157,76.78153
158,38.774826
159,36.378796
160,36.82918
161,18.692598
162,37.30731
163,54.397675
164,30.244406
165,81.82528
166,31.71766
167,41.237026
168,29.310715
169,14.564388
170,30.153133
171,47.77186
172,51.640488
173,63.914288
174,77.62437
175,31.433666
176,77.48274
177,47.36143
178,72.48454
179,47.225655
180,86.88187
181,66.23987
182,34.640167
183,25.157837
184,33.69836
185,58.46234
186,35.717903
187,74.2851
188,35.98372
189,34.39803
190,35.20703
191,16.643394
192,34.917473
193,58.123695
194,26.104757
195,81.50989
196,26.513985
197,38.39704
198,25.306444
199,9.317453
200,26.119478
201,51.16183
202,54.58131
203,62.966454
204,79.657486
205,30.144783
206,79.97422
207,47.977673
208,74.0841
209,47.895283
210,85.38649
211,67.56569
212,36.523544
213,28.936169
214,35.23616
215,60.538002
216,37.17547
217,74.359215
218,37.792587
219,36.32176
220,36.521572
221,21.59713
222,36.321674
223,56.604355
224,30.961065
225,80.11037
226,30.792727
227,39.98385
228,29.676003
229,15.693213
230,29.438084
231,50.306133
232,54.708332
233,64.165436
234,75.42216
235,33.213657
236,75.45761
237,49.131344
238,71.98203
239,48.791447
240,84.517
241,64.84233
242,39.561577
243,30.943846
244,36.98606
245,58.289406
246,40.07116
247,71.44899
248,40.715668
249,37.594334
250,38.70803
251,24.057117
252,37.36251
253,55.290676
254,30.290182
255,79.19551
256,31.958189
257,41.81299
258,29.114113
259,16.45364
260,28.595724
261,47.088497
262,58.55175
263,60.739243
264,77.581085
265,30.70901
