RowId,Location
1,64.9491
2,37.43086
3,28.405947
4,35.66777
5,60.115654
6,38.087105
7,71.53931
8,37.79561
9,36.741787
10,37.390484
11,22.301023
12,36.39879
13,57.769203
14,27.37422
15,79.17013
16,26.96579
17,38.212776
18,25.857111
19,14.36566
20,25.311453
21,48.523304
22,51.451828
23,62.3641
24,74.384674
25,32.3728
26,73.64456
27,47.302116
28,67.88215
29,47.252098
30,83.99935
31,67.59869
32,36.21305
33,27.642757
34,36.564167
35,60.85364
36,37.57601
37,75.24952
38,36.69976
39,34.689793
40,37.741306
41,20.333862
42,37.964542
43,53.90912
44,32.960377
45,79.72821
46,29.25666
47,37.85054
48,32.73994
49,13.010281
50,32.52082
51,49.098522
52,59.497883
53,66.31926
54,75.42361
55,31.935223
56,75.57271
57,49.22495
58,72.63898
59,49.00147
60,86.600235
61,64.01029
62,37.432125
63,30.619497
64,37.791115
65,58.69399
66,38.41707
67,69.378815
68,37.192287
69,37.627964
70,38.937843
71,24.077724
72,38.736473
73,56.301403
74,32.00001
75,72.667305
76,28.503958
77,39.940704
78,31.582369
79,18.643492
80,32.870632
81,50.351326
82,54.421963
83,62.192173
84,74.21687
85,36.956516
86,75.34541
87,49.430996
88,69.503555
89,50.05019
90,80.862
91,65.54087
92,38.016277
93,30.674559
94,39.093327
95,59.0487
96,39.895668
97,73.29153
98,39.64056
99,37.70943
100,41.52247
101,23.241674
102,41.235184
103,53.74519
104,32.213608
105,75.19315
106,30.351665
107,37.606865
108,31.453619
109,17.350143
110,34.755177
111,47.33468
112,52.310837
113,65.02054
114,77.001656
115,32.843216
116,77.47427
117,47.67819
118,69.81301
119,48.07494
120,81.158966
121,66.8159
122,38.181953
123,27.14541
124,38.760338
125,61.322628
126,38.551483
127,72.606636
128,39.0732
129,34.259315
130,39.607403
131,21.959177
132,40.014847
133,56.58941
134,28.363237
135,78.85021
136,28.788788
137,34.89143
138,29.279552
139,13.553408
140,33.674038
141,47.09764
142,52.445854
143,64.155426
144,77.905556
145,33.984226
146,76.729996
147,47.982788
148,67.985176
149,48.357086
150,85.18755
151,67.79007
152,37.438072
153,29.232588
154,37.06165
155,59.907726
156,37.71465
157,75.283775
158,39.092358
159,36.54994
160,38.37242
161,21.479294
162,38.91661
163,55.985283
164,31.999193
165,80.13437
166,29.534748
167,40.023056
168,31.013884
169,15.315821
170,30.940153
171,48.055077
172,51.102
173,64.6477
174,76.265945
175,32.74001
176,76.16894
177,47.97767
178,71.372406
179,48.227135
180,83.92634
181,66.51629
182,35.396996
183,26.458006
184,34.156895
185,60.347134
186,36.160877
187,74.679245
188,35.706627
189,35.84199
190,36.49589
191,18.200556
192,35.45342
193,60.02456
194,26.752432
195,80.10659
196,25.562565
197,35.890045
198,25.083483
199,11.79055
200,26.100016
201,49.971245
202,53.01551
203,60.820465
204,76.330154
205,30.098373
206,75.97299
207,47.76041
208,70.63023
209,47.567852
210,84.91681
211,67.91411
212,36.788273
213,28.851637
214,35.811073
215,61.988262
216,37.04502
217,74.21943
218,37.100117
219,35.65883
220,37.142345
221,23.027693
222,36.41164
223,56.554485
224,31.269548
225,79.18253
226,28.739426
227,38.394432
228,29.727682
229,15.488649
230,30.34981
231,50.24886
232,55.453297
233,62.921192
234,75.32011
235,33.938904
236,74.66623
237,49.08292
238,69.95625
239,49.12245
240,84.01967
241,64.08773
242,39.55011
243,31.649061
